dataset,name,accent,age,language,podcast,sex,speaker_id,subdataset,subset,type
vox2,id01720,,,,,f,id01720,,train,speakers
vox2,id01721,,,,,f,id01721,,train,speakers
vox2,id01722,,,,,f,id01722,,train,speakers
vox2,id01723,,,,,f,id01723,,val,speakers
vox2,id01725,,,,,f,id01725,,train,speakers
vox2,id01726,,,,,f,id01726,,train,speakers
vox2,id01727,,,,,f,id01727,,train,speakers
vox2,id01728,,,,,f,id01728,,train,speakers
vox2,id01729,,,,,f,id01729,,train,speakers
vox2,id01733,,,,,m,id01733,,train,speakers
vox2,id01734,,,,,m,id01734,,train,speakers
vox2,id01735,,,,,m,id01735,,train,speakers
vox2,id01736,,,,,m,id01736,,train,speakers
vox2,id01738,,,,,m,id01738,,train,speakers
vox2,id01739,,,,,m,id01739,,val,speakers
vox2,id01741,,,,,m,id01741,,val,speakers
vox2,id01742,,,,,m,id01742,,train,speakers
vox2,id01743,,,,,m,id01743,,train,speakers
vox2,id01745,,,,,m,id01745,,train,speakers
vox2,id01746,,,,,m,id01746,,train,speakers
vox2,id01748,,,,,m,id01748,,val,speakers
vox2,id01749,,,,,m,id01749,,train,speakers
vox2,id01750,,,,,m,id01750,,val,speakers
vox2,id01751,,,,,m,id01751,,train,speakers
vox2,id01753,,,,,m,id01753,,train,speakers
vox2,id01754,,,,,m,id01754,,train,speakers
vox2,id01755,,,,,m,id01755,,train,speakers
vox2,id01756,,,,,f,id01756,,train,speakers
vox2,id01758,,,,,m,id01758,,train,speakers
vox2,id01759,,,,,m,id01759,,train,speakers
vox2,id01760,,,,,f,id01760,,train,speakers
vox2,id01761,,,,,f,id01761,,train,speakers
vox2,id01762,,,,,m,id01762,,train,speakers
vox2,id01763,,,,,m,id01763,,train,speakers
vox2,id01764,,,,,f,id01764,,train,speakers
vox2,id01765,,,,,f,id01765,,train,speakers
vox2,id01766,,,,,f,id01766,,val,speakers
vox2,id01767,,,,,m,id01767,,train,speakers
vox2,id01768,,,,,m,id01768,,train,speakers
vox2,id01769,,,,,m,id01769,,train,speakers
vox2,id01772,,,,,m,id01772,,train,speakers
vox2,id01773,,,,,f,id01773,,train,speakers
vox2,id01774,,,,,f,id01774,,train,speakers
vox2,id01775,,,,,f,id01775,,val,speakers
vox2,id01776,,,,,m,id01776,,train,speakers
vox2,id01777,,,,,m,id01777,,train,speakers
vox2,id01778,,,,,m,id01778,,train,speakers
vox2,id01779,,,,,m,id01779,,train,speakers
vox2,id01780,,,,,m,id01780,,train,speakers
vox2,id01781,,,,,m,id01781,,train,speakers
vox2,id01782,,,,,m,id01782,,train,speakers
vox2,id01783,,,,,f,id01783,,train,speakers
vox2,id01785,,,,,f,id01785,,train,speakers
vox2,id01786,,,,,m,id01786,,train,speakers
vox2,id01787,,,,,m,id01787,,train,speakers
vox2,id01788,,,,,m,id01788,,train,speakers
vox2,id01792,,,,,f,id01792,,train,speakers
vox2,id01793,,,,,m,id01793,,val,speakers
vox2,id01794,,,,,f,id01794,,train,speakers
vox2,id01795,,,,,m,id01795,,train,speakers
vox2,id01796,,,,,f,id01796,,train,speakers
vox2,id01797,,,,,f,id01797,,train,speakers
vox2,id01798,,,,,m,id01798,,test,speakers
vox2,id01799,,,,,m,id01799,,train,speakers
vox2,id01800,,,,,f,id01800,,train,speakers
vox2,id01801,,,,,m,id01801,,train,speakers
vox2,id01802,,,,,f,id01802,,train,speakers
vox2,id01803,,,,,m,id01803,,train,speakers
vox2,id01805,,,,,m,id01805,,train,speakers
vox2,id01806,,,,,m,id01806,,train,speakers
vox2,id01808,,,,,m,id01808,,train,speakers
vox2,id01809,,,,,m,id01809,,train,speakers
vox2,id01821,,,,,m,id01821,,train,speakers
vox2,id01823,,,,,f,id01823,,train,speakers
vox2,id01826,,,,,f,id01826,,train,speakers
vox2,id01827,,,,,f,id01827,,train,speakers
vox2,id01829,,,,,m,id01829,,val,speakers
vox2,id01830,,,,,m,id01830,,train,speakers
vox2,id01832,,,,,f,id01832,,train,speakers
vox2,id01835,,,,,m,id01835,,train,speakers
vox2,id01836,,,,,m,id01836,,train,speakers
vox2,id01837,,,,,f,id01837,,train,speakers
vox2,id01838,,,,,f,id01838,,val,speakers
vox2,id01840,,,,,f,id01840,,val,speakers
vox2,id01841,,,,,f,id01841,,train,speakers
vox2,id01842,,,,,m,id01842,,train,speakers
vox2,id01848,,,,,m,id01848,,train,speakers
vox2,id01849,,,,,m,id01849,,train,speakers
vox2,id01852,,,,,m,id01852,,train,speakers
vox2,id01853,,,,,m,id01853,,train,speakers
vox2,id01854,,,,,m,id01854,,train,speakers
vox2,id01856,,,,,m,id01856,,val,speakers
vox2,id01857,,,,,m,id01857,,train,speakers
vox2,id01858,,,,,m,id01858,,train,speakers
vox2,id01859,,,,,m,id01859,,train,speakers
vox2,id01861,,,,,m,id01861,,train,speakers
vox2,id01862,,,,,m,id01862,,train,speakers
vox2,id01864,,,,,f,id01864,,train,speakers
vox2,id01866,,,,,f,id01866,,train,speakers
vox2,id01868,,,,,m,id01868,,train,speakers
vox2,id01869,,,,,f,id01869,,train,speakers
vox2,id01870,,,,,f,id01870,,train,speakers
vox2,id01873,,,,,f,id01873,,train,speakers
vox2,id01874,,,,,f,id01874,,val,speakers
vox2,id01875,,,,,m,id01875,,train,speakers
vox2,id01876,,,,,m,id01876,,train,speakers
vox2,id01877,,,,,m,id01877,,train,speakers
vox2,id01878,,,,,m,id01878,,train,speakers
vox2,id01879,,,,,m,id01879,,test,speakers
vox2,id01880,,,,,m,id01880,,train,speakers
vox2,id01881,,,,,f,id01881,,train,speakers
vox2,id01883,,,,,m,id01883,,val,speakers
vox2,id01885,,,,,m,id01885,,train,speakers
vox2,id01886,,,,,m,id01886,,train,speakers
vox2,id01887,,,,,m,id01887,,train,speakers
vox2,id01888,,,,,m,id01888,,test,speakers
vox2,id01889,,,,,m,id01889,,train,speakers
vox2,id01890,,,,,m,id01890,,train,speakers
vox2,id01891,,,,,m,id01891,,train,speakers
vox2,id01893,,,,,m,id01893,,train,speakers
vox2,id01894,,,,,m,id01894,,train,speakers
vox2,id01895,,,,,m,id01895,,train,speakers
vox2,id01898,,,,,m,id01898,,train,speakers
vox2,id01899,,,,,m,id01899,,train,speakers
vox2,id01900,,,,,m,id01900,,train,speakers
vox2,id01904,,,,,m,id01904,,train,speakers
vox2,id01905,,,,,f,id01905,,train,speakers
vox2,id01906,,,,,m,id01906,,train,speakers
vox2,id01907,,,,,m,id01907,,train,speakers
vox2,id01908,,,,,m,id01908,,train,speakers
vox2,id01909,,,,,f,id01909,,train,speakers
vox2,id01910,,,,,m,id01910,,train,speakers
vox2,id01912,,,,,m,id01912,,val,speakers
vox2,id01913,,,,,m,id01913,,train,speakers
vox2,id01915,,,,,m,id01915,,train,speakers
vox2,id01916,,,,,m,id01916,,train,speakers
vox2,id01918,,,,,m,id01918,,train,speakers
vox2,id01919,,,,,m,id01919,,val,speakers
vox2,id01920,,,,,m,id01920,,train,speakers
vox2,id01921,,,,,m,id01921,,val,speakers
vox2,id01925,,,,,m,id01925,,train,speakers
vox2,id01927,,,,,m,id01927,,train,speakers
vox2,id01928,,,,,m,id01928,,val,speakers
vox2,id01931,,,,,m,id01931,,train,speakers
vox2,id01932,,,,,m,id01932,,train,speakers
vox2,id01933,,,,,m,id01933,,train,speakers
vox2,id01934,,,,,m,id01934,,train,speakers
vox2,id01937,,,,,f,id01937,,val,speakers
vox2,id01939,,,,,f,id01939,,train,speakers
vox2,id01941,,,,,f,id01941,,train,speakers
vox2,id01945,,,,,m,id01945,,train,speakers
vox2,id01946,,,,,f,id01946,,val,speakers
vox2,id01947,,,,,f,id01947,,train,speakers
vox2,id01948,,,,,f,id01948,,train,speakers
vox2,id01949,,,,,f,id01949,,train,speakers
vox2,id01951,,,,,f,id01951,,train,speakers
vox2,id01953,,,,,m,id01953,,train,speakers
vox2,id01955,,,,,m,id01955,,val,speakers
vox2,id01959,,,,,f,id01959,,train,speakers
vox2,id01960,,,,,m,id01960,,train,speakers
vox2,id01961,,,,,f,id01961,,train,speakers
vox2,id01962,,,,,f,id01962,,train,speakers
vox2,id01963,,,,,m,id01963,,train,speakers
vox2,id01964,,,,,m,id01964,,val,speakers
vox2,id01965,,,,,m,id01965,,train,speakers
vox2,id01966,,,,,m,id01966,,train,speakers
vox2,id01967,,,,,m,id01967,,train,speakers
vox2,id01969,,,,,m,id01969,,test,speakers
vox2,id01971,,,,,m,id01971,,train,speakers
vox2,id01972,,,,,m,id01972,,train,speakers
vox2,id01973,,,,,m,id01973,,val,speakers
vox2,id01974,,,,,m,id01974,,train,speakers
vox2,id01975,,,,,m,id01975,,train,speakers
vox2,id01976,,,,,m,id01976,,train,speakers
vox2,id01979,,,,,m,id01979,,train,speakers
vox2,id01981,,,,,m,id01981,,train,speakers
vox2,id01982,,,,,f,id01982,,val,speakers
vox2,id01985,,,,,m,id01985,,train,speakers
vox2,id01986,,,,,m,id01986,,train,speakers
vox2,id01987,,,,,m,id01987,,test,speakers
vox2,id01988,,,,,m,id01988,,train,speakers
vox2,id01990,,,,,m,id01990,,train,speakers
vox2,id01992,,,,,m,id01992,,train,speakers
vox2,id01993,,,,,m,id01993,,train,speakers
vox2,id01994,,,,,m,id01994,,train,speakers
vox2,id01995,,,,,m,id01995,,train,speakers
vox2,id01996,,,,,m,id01996,,test,speakers
vox2,id01997,,,,,m,id01997,,train,speakers
vox2,id01999,,,,,m,id01999,,train,speakers
vox2,id02000,,,,,m,id02000,,train,speakers
vox2,id02001,,,,,m,id02001,,train,speakers
vox2,id02004,,,,,m,id02004,,test,speakers
vox2,id02005,,,,,m,id02005,,train,speakers
vox2,id02006,,,,,m,id02006,,train,speakers
vox2,id02007,,,,,m,id02007,,train,speakers
vox2,id02008,,,,,m,id02008,,train,speakers
vox2,id02009,,,,,m,id02009,,train,speakers
vox2,id02010,,,,,m,id02010,,train,speakers
vox2,id02011,,,,,m,id02011,,val,speakers
vox2,id02013,,,,,m,id02013,,test,speakers
vox2,id02014,,,,,m,id02014,,train,speakers
vox2,id02015,,,,,m,id02015,,train,speakers
vox2,id02016,,,,,m,id02016,,train,speakers
vox2,id02017,,,,,m,id02017,,train,speakers
vox2,id02018,,,,,m,id02018,,train,speakers
vox2,id02020,,,,,m,id02020,,val,speakers
vox2,id02021,,,,,m,id02021,,val,speakers
vox2,id02022,,,,,m,id02022,,test,speakers
vox2,id02023,,,,,m,id02023,,train,speakers
vox2,id02024,,,,,m,id02024,,train,speakers
vox2,id02030,,,,,m,id02030,,val,speakers
vox2,id02032,,,,,m,id02032,,train,speakers
vox2,id02033,,,,,m,id02033,,train,speakers
vox2,id02034,,,,,m,id02034,,train,speakers
vox2,id02035,,,,,m,id02035,,train,speakers
vox2,id02036,,,,,m,id02036,,train,speakers
vox2,id02037,,,,,m,id02037,,train,speakers
vox2,id02038,,,,,m,id02038,,val,speakers
vox2,id02039,,,,,m,id02039,,train,speakers
vox2,id02040,,,,,m,id02040,,test,speakers
vox2,id02041,,,,,m,id02041,,train,speakers
vox2,id02043,,,,,m,id02043,,train,speakers
vox2,id02045,,,,,m,id02045,,train,speakers
vox2,id02047,,,,,m,id02047,,val,speakers
vox2,id02048,,,,,m,id02048,,train,speakers
vox2,id02049,,,,,m,id02049,,train,speakers
vox2,id02051,,,,,m,id02051,,train,speakers
vox2,id02052,,,,,m,id02052,,train,speakers
vox2,id02053,,,,,m,id02053,,train,speakers
vox2,id02055,,,,,m,id02055,,train,speakers
vox2,id02058,,,,,m,id02058,,train,speakers
vox2,id02059,,,,,m,id02059,,train,speakers
vox2,id02060,,,,,m,id02060,,train,speakers
vox2,id02061,,,,,m,id02061,,train,speakers
vox2,id02062,,,,,m,id02062,,train,speakers
vox2,id02067,,,,,f,id02067,,train,speakers
vox2,id02068,,,,,m,id02068,,train,speakers
vox2,id02070,,,,,m,id02070,,train,speakers
vox2,id02071,,,,,f,id02071,,train,speakers
vox2,id02072,,,,,m,id02072,,train,speakers
vox2,id02073,,,,,m,id02073,,train,speakers
vox2,id02074,,,,,f,id02074,,val,speakers
vox2,id02075,,,,,m,id02075,,train,speakers
vox2,id02078,,,,,m,id02078,,train,speakers
vox2,id02079,,,,,m,id02079,,train,speakers
vox2,id02080,,,,,m,id02080,,train,speakers
vox2,id02081,,,,,m,id02081,,train,speakers
vox2,id02083,,,,,m,id02083,,val,speakers
vox2,id02084,,,,,f,id02084,,train,speakers
vox2,id02085,,,,,f,id02085,,train,speakers
vox2,id02087,,,,,f,id02087,,train,speakers
vox2,id02088,,,,,f,id02088,,train,speakers
vox2,id02089,,,,,f,id02089,,train,speakers
vox2,id02090,,,,,f,id02090,,train,speakers
vox2,id02091,,,,,f,id02091,,train,speakers
vox2,id02092,,,,,f,id02092,,val,speakers
vox2,id02093,,,,,f,id02093,,train,speakers
vox2,id02094,,,,,f,id02094,,train,speakers
vox2,id02095,,,,,f,id02095,,train,speakers
vox2,id02096,,,,,f,id02096,,train,speakers
vox2,id02097,,,,,m,id02097,,train,speakers
vox2,id02098,,,,,m,id02098,,train,speakers
vox2,id02099,,,,,f,id02099,,val,speakers
vox2,id02100,,,,,f,id02100,,train,speakers
vox2,id02101,,,,,f,id02101,,val,speakers
vox2,id02102,,,,,m,id02102,,val,speakers
vox2,id02103,,,,,f,id02103,,test,speakers
vox2,id02104,,,,,f,id02104,,train,speakers
vox2,id02105,,,,,f,id02105,,train,speakers
vox2,id02108,,,,,m,id02108,,train,speakers
vox2,id02109,,,,,m,id02109,,train,speakers
vox2,id02110,,,,,f,id02110,,val,speakers
vox2,id02111,,,,,m,id02111,,val,speakers
vox2,id02112,,,,,f,id02112,,test,speakers
vox2,id02113,,,,,f,id02113,,train,speakers
vox2,id02114,,,,,f,id02114,,train,speakers
vox2,id02115,,,,,f,id02115,,train,speakers
vox2,id02116,,,,,f,id02116,,train,speakers
vox2,id02119,,,,,f,id02119,,val,speakers
vox2,id02120,,,,,m,id02120,,val,speakers
vox2,id02121,,,,,f,id02121,,test,speakers
vox2,id02122,,,,,m,id02122,,train,speakers
vox2,id02123,,,,,m,id02123,,train,speakers
vox2,id02124,,,,,m,id02124,,train,speakers
vox2,id02134,,,,,f,id02134,,train,speakers
vox2,id02139,,,,,m,id02139,,train,speakers
vox2,id02140,,,,,m,id02140,,train,speakers
vox2,id02141,,,,,m,id02141,,train,speakers
vox2,id02147,,,,,m,id02147,,train,speakers
vox2,id02148,,,,,m,id02148,,train,speakers
vox2,id02149,,,,,m,id02149,,train,speakers
vox2,id02150,,,,,m,id02150,,train,speakers
vox2,id02151,,,,,m,id02151,,train,speakers
vox2,id02152,,,,,m,id02152,,train,speakers
vox2,id02153,,,,,f,id02153,,train,speakers
vox2,id02155,,,,,m,id02155,,val,speakers
vox2,id02156,,,,,m,id02156,,train,speakers
vox2,id02157,,,,,m,id02157,,train,speakers
vox2,id02158,,,,,f,id02158,,train,speakers
vox2,id02159,,,,,f,id02159,,train,speakers
vox2,id02162,,,,,m,id02162,,train,speakers
vox2,id02163,,,,,m,id02163,,train,speakers
vox2,id02164,,,,,m,id02164,,val,speakers
vox2,id02166,,,,,f,id02166,,train,speakers
vox2,id02168,,,,,f,id02168,,train,speakers
vox2,id02172,,,,,f,id02172,,train,speakers
vox2,id02173,,,,,f,id02173,,val,speakers
vox2,id02174,,,,,f,id02174,,train,speakers
vox2,id02175,,,,,f,id02175,,train,speakers
vox2,id02176,,,,,f,id02176,,train,speakers
vox2,id02177,,,,,f,id02177,,train,speakers
vox2,id02178,,,,,f,id02178,,train,speakers
vox2,id02179,,,,,f,id02179,,train,speakers
vox2,id02180,,,,,f,id02180,,train,speakers
vox2,id02183,,,,,m,id02183,,train,speakers
vox2,id02185,,,,,m,id02185,,train,speakers
vox2,id02186,,,,,m,id02186,,train,speakers
vox2,id02187,,,,,m,id02187,,train,speakers
vox2,id02188,,,,,m,id02188,,train,speakers
vox2,id02189,,,,,m,id02189,,val,speakers
vox2,id02191,,,,,m,id02191,,val,speakers
vox2,id02193,,,,,m,id02193,,train,speakers
vox2,id02194,,,,,m,id02194,,train,speakers
vox2,id02196,,,,,m,id02196,,train,speakers
vox2,id02197,,,,,m,id02197,,train,speakers
vox2,id02201,,,,,m,id02201,,val,speakers
vox2,id02202,,,,,m,id02202,,test,speakers
vox2,id02203,,,,,m,id02203,,train,speakers
vox2,id02204,,,,,m,id02204,,train,speakers
vox2,id02205,,,,,m,id02205,,train,speakers
vox2,id02206,,,,,m,id02206,,train,speakers
vox2,id02208,,,,,m,id02208,,train,speakers
vox2,id02209,,,,,m,id02209,,val,speakers
vox2,id02210,,,,,m,id02210,,val,speakers
vox2,id02211,,,,,m,id02211,,test,speakers
vox2,id02212,,,,,m,id02212,,train,speakers
vox2,id02213,,,,,m,id02213,,train,speakers
vox2,id02214,,,,,m,id02214,,train,speakers
vox2,id02215,,,,,m,id02215,,train,speakers
vox2,id02216,,,,,m,id02216,,train,speakers
vox2,id02219,,,,,f,id02219,,train,speakers
vox2,id02220,,,,,f,id02220,,test,speakers
vox2,id02222,,,,,f,id02222,,train,speakers
vox2,id02223,,,,,f,id02223,,train,speakers
vox2,id02226,,,,,m,id02226,,train,speakers
vox2,id02228,,,,,f,id02228,,train,speakers
vox2,id02229,,,,,m,id02229,,train,speakers
vox2,id02230,,,,,m,id02230,,train,speakers
vox2,id02231,,,,,f,id02231,,train,speakers
vox2,id02233,,,,,m,id02233,,train,speakers
vox2,id02234,,,,,m,id02234,,train,speakers
vox2,id02235,,,,,m,id02235,,train,speakers
vox2,id02236,,,,,m,id02236,,val,speakers
vox2,id02239,,,,,f,id02239,,train,speakers
vox2,id02240,,,,,m,id02240,,train,speakers
vox2,id02242,,,,,m,id02242,,train,speakers
vox2,id02243,,,,,m,id02243,,train,speakers
vox2,id02245,,,,,m,id02245,,val,speakers
vox2,id02247,,,,,f,id02247,,train,speakers
vox2,id02249,,,,,m,id02249,,train,speakers
vox2,id02252,,,,,m,id02252,,train,speakers
vox2,id02253,,,,,m,id02253,,train,speakers
vox2,id02254,,,,,m,id02254,,val,speakers
vox2,id02255,,,,,f,id02255,,train,speakers
vox2,id02257,,,,,m,id02257,,train,speakers
vox2,id02258,,,,,m,id02258,,train,speakers
vox2,id02260,,,,,m,id02260,,train,speakers
vox2,id02262,,,,,m,id02262,,train,speakers
vox2,id02263,,,,,m,id02263,,val,speakers
vox2,id02264,,,,,m,id02264,,train,speakers
vox2,id02266,,,,,m,id02266,,train,speakers
vox2,id02267,,,,,m,id02267,,train,speakers
vox2,id02268,,,,,m,id02268,,train,speakers
vox2,id02270,,,,,m,id02270,,train,speakers
vox2,id02271,,,,,f,id02271,,train,speakers
vox2,id02273,,,,,f,id02273,,train,speakers
vox2,id02275,,,,,f,id02275,,train,speakers
vox2,id02276,,,,,f,id02276,,train,speakers
vox2,id02281,,,,,f,id02281,,val,speakers
vox2,id02282,,,,,m,id02282,,train,speakers
vox2,id02287,,,,,m,id02287,,train,speakers
vox2,id02288,,,,,m,id02288,,val,speakers
vox2,id02289,,,,,m,id02289,,train,speakers
vox2,id02291,,,,,f,id02291,,train,speakers
vox2,id02292,,,,,f,id02292,,train,speakers
vox2,id02293,,,,,m,id02293,,train,speakers
vox2,id02294,,,,,m,id02294,,train,speakers
vox2,id02295,,,,,m,id02295,,train,speakers
vox2,id02296,,,,,m,id02296,,train,speakers
vox2,id02297,,,,,m,id02297,,val,speakers
vox2,id02298,,,,,f,id02298,,train,speakers
vox2,id02299,,,,,f,id02299,,train,speakers
vox2,id02300,,,,,m,id02300,,val,speakers
vox2,id02301,,,,,f,id02301,,test,speakers
vox2,id02302,,,,,m,id02302,,train,speakers
vox2,id02303,,,,,m,id02303,,train,speakers
vox2,id02304,,,,,f,id02304,,train,speakers
vox2,id02306,,,,,m,id02306,,train,speakers
vox2,id02310,,,,,f,id02310,,test,speakers
vox2,id02311,,,,,m,id02311,,train,speakers
vox2,id02312,,,,,m,id02312,,train,speakers
vox2,id02314,,,,,m,id02314,,train,speakers
vox2,id02315,,,,,m,id02315,,train,speakers
vox2,id02316,,,,,m,id02316,,train,speakers
vox2,id02318,,,,,m,id02318,,train,speakers
vox2,id02322,,,,,m,id02322,,train,speakers
vox2,id02323,,,,,m,id02323,,train,speakers
vox2,id02325,,,,,m,id02325,,train,speakers
vox2,id02327,,,,,f,id02327,,train,speakers
vox2,id02329,,,,,f,id02329,,train,speakers
vox2,id02331,,,,,f,id02331,,train,speakers
vox2,id02332,,,,,m,id02332,,train,speakers
vox2,id02338,,,,,m,id02338,,train,speakers
vox2,id02339,,,,,m,id02339,,train,speakers
vox2,id02340,,,,,m,id02340,,train,speakers
vox2,id02341,,,,,m,id02341,,train,speakers
vox2,id02342,,,,,m,id02342,,train,speakers
vox2,id02343,,,,,m,id02343,,train,speakers
vox2,id02344,,,,,m,id02344,,val,speakers
vox2,id02346,,,,,m,id02346,,train,speakers
vox2,id02348,,,,,m,id02348,,train,speakers
vox2,id02349,,,,,m,id02349,,train,speakers
vox2,id02350,,,,,m,id02350,,train,speakers
vox2,id02351,,,,,m,id02351,,train,speakers
vox2,id02353,,,,,m,id02353,,val,speakers
vox2,id02355,,,,,m,id02355,,train,speakers
vox2,id02356,,,,,m,id02356,,train,speakers
vox2,id02357,,,,,m,id02357,,train,speakers
vox2,id02358,,,,,m,id02358,,train,speakers
vox2,id02359,,,,,m,id02359,,train,speakers
vox2,id02361,,,,,f,id02361,,train,speakers
vox2,id02362,,,,,m,id02362,,val,speakers
vox2,id02363,,,,,m,id02363,,train,speakers
vox2,id02364,,,,,m,id02364,,train,speakers
vox2,id02365,,,,,m,id02365,,train,speakers
vox2,id02368,,,,,f,id02368,,train,speakers
vox2,id02381,,,,,m,id02381,,train,speakers
vox2,id02384,,,,,m,id02384,,train,speakers
vox2,id02388,,,,,f,id02388,,train,speakers
vox2,id02389,,,,,m,id02389,,train,speakers
vox2,id02391,,,,,m,id02391,,train,speakers
vox2,id02392,,,,,m,id02392,,train,speakers
vox2,id02395,,,,,f,id02395,,train,speakers
vox2,id02409,,,,,f,id02409,,train,speakers
vox2,id02410,,,,,m,id02410,,train,speakers
vox2,id02411,,,,,f,id02411,,train,speakers
vox2,id02413,,,,,m,id02413,,train,speakers
vox2,id02414,,,,,m,id02414,,train,speakers
vox2,id02416,,,,,m,id02416,,val,speakers
vox2,id02418,,,,,m,id02418,,train,speakers
vox2,id02420,,,,,f,id02420,,train,speakers
vox2,id02421,,,,,f,id02421,,train,speakers
vox2,id02426,,,,,f,id02426,,train,speakers
vox2,id02432,,,,,f,id02432,,train,speakers
vox2,id02436,,,,,m,id02436,,train,speakers
vox2,id02437,,,,,f,id02437,,train,speakers
vox2,id02438,,,,,m,id02438,,train,speakers
vox2,id02439,,,,,m,id02439,,train,speakers
vox2,id02440,,,,,m,id02440,,train,speakers
vox2,id02441,,,,,f,id02441,,train,speakers
vox2,id02444,,,,,f,id02444,,train,speakers
vox2,id02446,,,,,f,id02446,,train,speakers
vox2,id02448,,,,,f,id02448,,train,speakers
vox2,id02449,,,,,f,id02449,,train,speakers
vox2,id02450,,,,,f,id02450,,train,speakers
vox2,id02452,,,,,f,id02452,,val,speakers
vox2,id02453,,,,,f,id02453,,train,speakers
vox2,id02455,,,,,f,id02455,,train,speakers
vox2,id02457,,,,,f,id02457,,train,speakers
vox2,id02458,,,,,f,id02458,,train,speakers
vox2,id02459,,,,,f,id02459,,val,speakers
vox2,id02460,,,,,f,id02460,,train,speakers
vox2,id02461,,,,,f,id02461,,val,speakers
vox2,id02462,,,,,f,id02462,,train,speakers
vox2,id02463,,,,,f,id02463,,train,speakers
vox2,id02464,,,,,f,id02464,,train,speakers
vox2,id02466,,,,,f,id02466,,train,speakers
vox2,id02467,,,,,f,id02467,,train,speakers
vox2,id02469,,,,,m,id02469,,train,speakers
vox2,id02471,,,,,f,id02471,,train,speakers
vox2,id02472,,,,,f,id02472,,train,speakers
vox2,id02473,,,,,f,id02473,,train,speakers
vox2,id02475,,,,,f,id02475,,train,speakers
vox2,id02477,,,,,f,id02477,,val,speakers
vox2,id02479,,,,,f,id02479,,train,speakers
vox2,id02482,,,,,f,id02482,,train,speakers
vox2,id02484,,,,,f,id02484,,train,speakers
vox2,id02485,,,,,f,id02485,,train,speakers
vox2,id02486,,,,,m,id02486,,val,speakers
vox2,id02488,,,,,m,id02488,,train,speakers
vox2,id02489,,,,,f,id02489,,train,speakers
vox2,id02490,,,,,f,id02490,,train,speakers
vox2,id02493,,,,,m,id02493,,train,speakers
vox2,id02494,,,,,m,id02494,,train,speakers
vox2,id02495,,,,,m,id02495,,val,speakers
vox2,id02496,,,,,m,id02496,,train,speakers
vox2,id02497,,,,,m,id02497,,train,speakers
vox2,id02499,,,,,m,id02499,,train,speakers
vox2,id02501,,,,,m,id02501,,train,speakers
vox2,id02502,,,,,f,id02502,,train,speakers
vox2,id02505,,,,,m,id02505,,train,speakers
vox2,id02508,,,,,f,id02508,,train,speakers
vox2,id02509,,,,,m,id02509,,train,speakers
vox2,id02511,,,,,m,id02511,,train,speakers
vox2,id02513,,,,,m,id02513,,train,speakers
vox2,id02515,,,,,m,id02515,,val,speakers
vox2,id02530,,,,,f,id02530,,train,speakers
vox2,id02531,,,,,f,id02531,,train,speakers
vox2,id02532,,,,,f,id02532,,train,speakers
vox2,id02534,,,,,f,id02534,,train,speakers
vox2,id02535,,,,,f,id02535,,train,speakers
vox2,id02537,,,,,f,id02537,,train,speakers
vox2,id02538,,,,,f,id02538,,train,speakers
vox2,id02539,,,,,f,id02539,,train,speakers
vox2,id02540,,,,,f,id02540,,train,speakers
vox2,id02544,,,,,m,id02544,,train,speakers
vox2,id02545,,,,,m,id02545,,train,speakers
vox2,id02546,,,,,f,id02546,,train,speakers
vox2,id02547,,,,,f,id02547,,train,speakers
vox2,id02553,,,,,m,id02553,,train,speakers
vox2,id02554,,,,,m,id02554,,train,speakers
vox2,id02555,,,,,m,id02555,,train,speakers
vox2,id02558,,,,,m,id02558,,val,speakers
vox2,id02561,,,,,m,id02561,,train,speakers
vox2,id02562,,,,,m,id02562,,train,speakers
vox2,id02563,,,,,m,id02563,,train,speakers
vox2,id02565,,,,,m,id02565,,train,speakers
vox2,id02566,,,,,m,id02566,,train,speakers
vox2,id02567,,,,,m,id02567,,val,speakers
vox2,id02568,,,,,m,id02568,,train,speakers
vox2,id02569,,,,,m,id02569,,train,speakers
vox2,id02570,,,,,m,id02570,,train,speakers
vox2,id02572,,,,,m,id02572,,train,speakers
vox2,id02573,,,,,m,id02573,,train,speakers
vox2,id02574,,,,,m,id02574,,train,speakers
vox2,id02575,,,,,m,id02575,,train,speakers
vox2,id02578,,,,,m,id02578,,train,speakers
vox2,id02579,,,,,m,id02579,,train,speakers
vox2,id02580,,,,,m,id02580,,train,speakers
vox2,id02583,,,,,m,id02583,,train,speakers
vox2,id02584,,,,,m,id02584,,train,speakers
vox2,id02585,,,,,f,id02585,,val,speakers
vox2,id02586,,,,,f,id02586,,train,speakers
vox2,id02587,,,,,f,id02587,,train,speakers
vox2,id02590,,,,,m,id02590,,train,speakers
vox2,id02591,,,,,m,id02591,,train,speakers
vox2,id02592,,,,,m,id02592,,train,speakers
vox2,id02593,,,,,m,id02593,,train,speakers
vox2,id02596,,,,,f,id02596,,train,speakers
vox2,id02597,,,,,f,id02597,,train,speakers
vox2,id02598,,,,,f,id02598,,train,speakers
vox2,id02599,,,,,f,id02599,,test,speakers
vox2,id02607,,,,,m,id02607,,train,speakers
vox2,id02608,,,,,m,id02608,,train,speakers
vox2,id02609,,,,,f,id02609,,train,speakers
vox2,id02613,,,,,m,id02613,,train,speakers
vox2,id02615,,,,,m,id02615,,train,speakers
vox2,id02617,,,,,f,id02617,,train,speakers
